Country,Election type,Year,Voter Turnout,Total vote,Registration,VAP Turnout,Voting age population,Population,Invalid votes,Compulsory voting
Kenya,Presidential,1992,0.66810,5248596.00,7855880.00,0.464,11308000.00,25700000.00,,No
Kiribati,Parliamentary,2020,0.75670,34000.00,44929.00,0.463,73495.00,111796.00,,No
Kiribati,Parliamentary,2007,0.67540,29166.00,43184.00,0.448,54309.00,95479.00,,No
Kiribati,Parliamentary,1987,0.84000,,,,34990.00,65588.00,,No
Kiribati,Parliamentary,1983,0.79940,19995.00,25011.00,0.780,25620.00,61000.00,,No
Kiribati,Parliamentary,1982,0.82510,18826.00,22816.00,0.747,25200.00,60000.00,,No
Kiribati,Parliamentary,1978,0.81000,15004.00,18523.00,0.638,23520.00,56000.00,0.019,No
Kiribati,Parliamentary,1974,0.68000,8401.00,12354.00,0.333,25200.00,60000.00,,No
Kiribati,Parliamentary,1991,,19285.00,,0.496,38852.00,72660.00,,No
Kiribati,Parliamentary,2016,,,40000.00,,67481.00,106925.00,,No
Kiribati,Parliamentary,2003,,,,,48918.00,89701.00,,No
Kiribati,Parliamentary,2002,,,,,47697.00,88264.00,,No
Kiribati,Parliamentary,1998,,,,,43317.00,81528.00,,No
Kiribati,Parliamentary,1994,,,,,40318.00,75609.00,,No
Kiribati,Presidential,2016,0.83120,33247.00,40000.00,0.493,67481.00,106925.00,,No
Kiribati,Presidential,2012,0.68000,33939.00,49910.00,0.553,61342.00,101998.00,,No
Kiribati,Presidential,2007,0.57080,24568.00,43042.00,0.452,54309.00,95479.00,0.007,No
Kiribati,Presidential,1991,0.73700,,,,38852.00,72660.00,,No
Kiribati,Presidential,1987,0.78300,,,,34990.00,65588.00,,No
Kiribati,Presidential,1983,0.69300,,,,,,,No
Kiribati,Presidential,1982,0.82400,,,,,,,No
Kiribati,Presidential,1978,0.73500,,,,,,,No
Kiribati,Presidential,2003,,,,,48918.00,89701.00,,No
Kiribati,Presidential,1998,,,,,43317.00,81528.00,,No
Kiribati,Presidential,1994,,,,,40318.00,75609.00,,No
"Korea, Republic of",Parliamentary,2020,0.66210,29126396.00,43994247.00,0.665,43814504.00,51835110.00,0.042,No
"Korea, Republic of",Parliamentary,2016,0.58030,24430746.00,42100398.00,0.608,40193279.00,49180776.00,0.027,No
"Korea, Republic of",Parliamentary,2012,0.54260,21815420.00,40205055.00,0.563,38752951.00,48860500.00,,No
"Korea, Republic of",Parliamentary,2008,0.46010,17389206.00,37796035.00,0.466,37321655.00,49296708.00,0.012,No
"Korea, Republic of",Parliamentary,2004,0.59980,21351340.00,35596497.00,0.595,35910736.00,48289037.00,0.003,No
"Korea, Republic of",Parliamentary,2000,0.57210,19156515.00,33482387.00,0.557,34364710.00,47424300.00,0.013,No
"Korea, Republic of",Parliamentary,1996,0.63910,20122799.00,31488294.00,0.653,30805360.00,45302000.00,0.023,No
"Korea, Republic of",Parliamentary,1992,0.71860,20843482.00,29003828.00,0.746,27944320.00,43663000.00,0.013,No
"Korea, Republic of",Parliamentary,1988,0.75730,19840815.00,26198205.00,0.738,26899840.00,42031000.00,0.010,No
"Korea, Republic of",Parliamentary,1985,0.84570,20286672.00,23987830.00,0.843,24075540.00,40806000.00,0.015,No
"Korea, Republic of",Parliamentary,1981,0.78420,16397845.00,20909120.00,0.784,20910420.00,38723000.00,0.012,No
"Korea, Republic of",Parliamentary,1978,0.77090,15025370.00,19489490.00,0.753,19963260.00,36969000.00,0.014,No
"Korea, Republic of",Parliamentary,1973,0.71360,11196484.00,15690130.00,0.680,16455000.00,32910000.00,0.018,No
"Korea, Republic of",Parliamentary,1971,0.73220,11430202.00,15610258.00,0.748,15278400.00,31830000.00,0.021,No
"Korea, Republic of",Parliamentary,1967,0.76120,11202317.00,14717354.00,0.790,14179200.00,29540000.00,0.031,No
"Korea, Republic of",Presidential,2017,0.77200,32807908.00,42479710.00,0.779,42104992.00,51181299.00,0.004,No
"Korea, Republic of",Presidential,2012,0.75840,30721459.00,40507842.00,0.793,38752951.00,48860500.00,0.004,No
"Korea, Republic of",Presidential,2007,0.63010,23725197.00,37653518.00,0.642,36974899.00,49044790.00,0.005,No
"Korea, Republic of",Presidential,2002,0.70830,24784963.00,34991529.00,0.708,35000715.00,48191877.00,0.009,No
"Korea, Republic of",Presidential,1997,0.80650,26041889.00,32290416.00,0.925,28159960.00,46573643.00,0.015,No
"Korea, Republic of",Presidential,1992,,23775409.00,,0.851,27944320.00,43663000.00,,No
Kosovo,Parliamentary,2019,0.43200,837112.00,1937868.00,0.618,1354185.00,1920079.00,0.049,No
Kosovo,Parliamentary,2017,0.41300,779729.00,1888059.00,0.592,1316710.00,1895250.00,0.063,No
Kosovo,Parliamentary,2014,0.42630,766834.00,1799023.00,0.617,1242917.00,1859203.00,0.046,No
Kosovo,Parliamentary,2010,0.45620,743892.00,1630636.00,0.613,1213399.00,1815048.00,0.042,No
Kosovo,Parliamentary,2007,0.43230,628630.00,1454174.00,0.559,1124763.00,2126000.00,0.090,No
Kosovo,Parliamentary,2004,0.49520,699519.00,1412680.00,0.653,1071500.00,2041000.00,0.014,No
Kuwait,Parliamentary,2016,0.70000,338000.00,483186.00,0.178,1901796.00,2832776.00,,No
Kuwait,Parliamentary,2013,0.51900,228314.00,439911.00,0.122,1876331.00,2695316.00,,No
Kuwait,Parliamentary,2012,0.59530,238308.00,400296.00,0.129,1842850.00,2646314.00,,No
Kuwait,Parliamentary,2009,0.59000,,384790.00,,1632584.00,2489004.00,,No
Kuwait,Parliamentary,2008,0.59410,214886.00,361684.00,0.123,1748206.00,2596799.00,,No
Kuwait,Parliamentary,1999,0.83270,93996.00,112883.00,,,2238000.00,,No
Kuwait,Parliamentary,1996,0.80000,85735.00,107169.00,0.229,375120.00,1563000.00,,No
Kuwait,Parliamentary,1992,0.85000,69224.00,81440.00,0.185,375120.00,1422000.00,,No
Kuwait,Parliamentary,1985,0.84590,48000.00,56745.00,0.085,567600.00,1720000.00,,No
Kuwait,Parliamentary,1981,0.90000,37528.00,41698.00,0.083,454460.00,1466000.00,,No
Kuwait,Parliamentary,1975,0.58240,30863.00,52994.00,0.119,258700.00,995000.00,,No
Kuwait,Parliamentary,2006,,312762.00,340248.00,0.194,1610292.00,2418393.00,0.006,No
Kuwait,Parliamentary,2003,,,136715.00,,1423080.00,2183161.00,,No
Kyrgyzstan,Parliamentary,2015,0.56620,1563456.00,2761297.00,0.425,3682303.00,5664939.00,,No
Kyrgyzstan,Parliamentary,2010,0.56590,1614427.00,2852751.00,0.456,3539023.00,5508626.00,,No
Kyrgyzstan,Parliamentary,2007,0.75200,2033848.00,2704553.00,0.636,3196414.00,5284149.00,0.008,No
Kyrgyzstan,Parliamentary,2005,0.59000,,2600000.00,,3042419.00,5146281.00,,No
Kyrgyzstan,Parliamentary,2000,0.64410,1613855.00,2505763.00,0.612,2638707.00,4650010.00,,No
Kyrgyzstan,Parliamentary,1995,0.61100,1344200.00,2200000.00,0.505,2663610.00,4673000.00,,No
Kyrgyzstan,Presidential,2017,0.56320,1697868.00,3014434.00,0.451,3762223.00,5789122.00,0.008,No
Kyrgyzstan,Presidential,2011,0.61280,1858596.00,3032957.00,0.521,3570328.00,5587443.00,,No
Kyrgyzstan,Presidential,2009,0.79200,2328068.00,2939413.00,0.672,3465599.00,5431747.00,0.013,No
Kyrgyzstan,Presidential,2005,0.74970,2002004.00,2670530.00,0.658,3042419.00,5146281.00,0.009,No
Kyrgyzstan,Presidential,2000,0.77260,1960201.00,2537247.00,0.743,2638707.00,4650010.00,,No
Kyrgyzstan,Presidential,1995,0.86190,1943077.00,2254348.00,0.730,2663610.00,4673000.00,0.012,No
Lao People's Dem. Republic,Parliamentary,2016,0.97940,3657026.00,3733932.00,0.873,4190124.00,7019073.00,,No
Lao People's Dem. Republic,Parliamentary,2011,0.99690,3230000.00,3240000.00,0.882,3661858.00,6477211.00,,No
Lao People's Dem. Republic,Parliamentary,2006,0.99760,2819904.00,2826580.00,0.890,3167226.00,5800000.00,,No
Lao People's Dem. Republic,Parliamentary,2002,0.99900,2543403.00,2545838.00,0.886,2870740.00,5578027.00,0.000,No
Lao People's Dem. Republic,Parliamentary,1997,0.99370,2284632.00,2299128.00,0.903,2530198.00,5054901.00,,No
Lao People's Dem. Republic,Parliamentary,1992,0.99260,2009727.00,2024756.00,,,4113220.00,,No
Lao People's Dem. Republic,Parliamentary,1972,0.67760,619271.00,913862.00,,,,,No
Lao People's Dem. Republic,Parliamentary,1989,,,1800000.00,,,3935786.00,,No
Latvia,Parliamentary,2018,0.54580,844925.00,1548100.00,0.536,1577849.00,1923559.00,0.007,No
Latvia,Parliamentary,2014,0.58800,913491.00,1553556.00,0.517,1767172.00,2165165.00,0.008,No
Latvia,Parliamentary,2011,0.59490,917713.00,1542700.00,0.530,1730922.00,2074605.00,0.001,No
Latvia,Parliamentary,2010,0.64720,965509.00,1491735.00,0.525,1840459.00,2217969.00,0.021,No
Latvia,Parliamentary,2006,0.60980,908979.00,1490636.00,0.502,1811612.00,2274735.00,0.008,No
Latvia,Parliamentary,2002,0.71170,995085.00,1398156.00,0.551,1806643.00,2385231.00,0.005,No
Latvia,Parliamentary,1998,0.71900,964667.00,1341602.00,0.519,1858210.00,2432841.00,0.005,No
Latvia,Parliamentary,1995,0.71900,959459.00,1334436.00,0.506,1894500.00,2526000.00,0.015,No
Latvia,Parliamentary,1993,0.89880,1119432.00,1245530.00,0.577,1939500.00,2586000.00,0.015,No
Latvia,Parliamentary,1990,0.81200,1600000.00,1970443.00,0.810,1976540.00,2671000.00,,No
Latvia,EU Parliament,2019,0.33530,474390.00,1414712.00,0.304,1558448.00,1902424.00,0.008,No
Latvia,EU Parliament,2014,0.30240,445225.00,1472478.00,0.252,1767172.00,2165165.00,0.011,No
Latvia,EU Parliament,2009,0.53690,797219.00,1484781.00,0.432,1845231.00,2231503.00,0.007,No
Latvia,EU Parliament,2004,0.41340,577879.00,1397736.00,0.313,1846274.00,2306306.00,0.011,No
Lebanon,Parliamentary,2018,0.49700,1862103.00,3746483.00,0.425,4386311.00,6100075.00,,Yes
Lebanon,Parliamentary,2009,0.53980,1758901.00,3258573.00,0.663,2651412.00,4099315.00,0.012,Yes
Lebanon,Parliamentary,2005,0.46470,1395015.00,3002028.00,0.548,2547790.00,3826018.00,0.010,Yes
Lebanon,Parliamentary,2000,0.44970,1236168.00,2748674.00,0.611,2022400.00,3282000.00,,Yes
Lebanon,Parliamentary,1996,0.43140,1112249.00,2577979.00,0.808,1375980.00,4100000.00,,Yes
Lebanon,Parliamentary,1992,0.30350,723291.00,2383345.00,0.614,1179000.00,3800000.00,,Yes
Lesotho,Parliamentary,2017,0.46370,581692.00,1254506.00,0.481,1209981.00,1958042.00,0.010,No
Lesotho,Parliamentary,2015,0.46610,563972.00,1210079.00,0.498,1133101.00,2073000.00,,No
Lesotho,Parliamentary,2012,0.50040,564451.00,1127980.00,0.503,1121705.00,2052000.00,,No
Lesotho,Parliamentary,2007,0.49000,448953.00,916230.00,0.386,1162213.00,2022331.00,,No
Lesotho,Parliamentary,2002,0.66690,554386.00,831315.00,0.496,1117567.00,2177062.00,,No
Lesotho,Parliamentary,1998,0.71830,617738.00,860000.00,0.617,1001034.00,2176160.00,,No
Lesotho,Parliamentary,1993,0.72280,532678.00,736930.00,0.596,893780.00,1943000.00,,No
Lesotho,Parliamentary,1970,0.81900,306529.00,374272.00,0.701,437100.00,930000.00,,No
Lesotho,Parliamentary,1965,0.62320,259844.00,416952.00,0.658,394800.00,840000.00,,No
Liberia,Parliamentary,2017,0.72490,1582942.00,2183629.00,0.683,2319382.00,4689021.00,0.051,No
Liberia,Parliamentary,2011,0.71640,1288716.00,1798930.00,0.674,1912402.00,3786764.00,,No
Liberia,Parliamentary,2005,0.76490,987911.00,1291541.00,0.706,1399377.00,3482211.00,0.053,No
Liberia,Presidential,2017,0.75190,1641922.00,2183629.00,0.708,2319382.00,4689021.00,0.054,No
Liberia,Presidential,2011,0.38600,694412.00,1798930.00,0.363,1912402.00,3786764.00,0.035,No
Liberia,Presidential,2005,0.61040,825716.00,1352730.00,0.590,1399377.00,3482211.00,0.024,No
Libya,Parliamentary,2014,0.41740,630000.00,1509218.00,0.156,4029365.00,6244174.00,,No
Libya,Parliamentary,2012,0.61580,1764840.00,2865937.00,0.487,3622314.00,5613380.00,,No
Liechtenstein,Parliamentary,2017,0.77820,15413.00,19806.00,0.496,31087.00,38244.00,0.041,Yes
Liechtenstein,Parliamentary,2013,0.79800,15363.00,19251.00,0.527,29150.00,36713.00,,Yes
Liechtenstein,Parliamentary,2009,0.84630,15650.00,18493.00,0.565,27718.00,34761.00,0.029,Yes
Liechtenstein,Parliamentary,2005,0.86470,15070.00,17428.00,0.576,26154.00,34294.00,0.021,Yes
Liechtenstein,Parliamentary,2001,0.86720,14178.00,16350.00,0.568,24981.00,32207.00,0.011,Yes
Liechtenstein,Parliamentary,1997,0.86940,12836.00,14765.00,0.538,23840.00,32000.00,0.005,Yes
Liechtenstein,Parliamentary,1993,0.87540,12255.00,13999.00,0.556,22050.00,30000.00,0.009,Yes
Liechtenstein,Parliamentary,1989,0.90880,12094.00,13307.00,0.596,20300.00,28000.00,0.007,Yes
Liechtenstein,Parliamentary,1986,0.93330,11677.00,12512.00,0.603,19373.00,27000.00,0.002,Yes
Liechtenstein,Parliamentary,1982,0.95390,5004.00,5246.00,0.566,8840.00,26000.00,0.011,Yes
Liechtenstein,Parliamentary,1978,0.95720,4670.00,4879.00,0.566,8250.00,25000.00,0.006,Yes
Liechtenstein,Parliamentary,1974,0.95560,4369.00,4572.00,0.569,7680.00,24000.00,0.008,Yes
Liechtenstein,Parliamentary,1970,0.94940,4091.00,4309.00,0.628,6510.00,21000.00,0.008,Yes
Liechtenstein,Parliamentary,1966,0.95680,3724.00,3892.00,0.621,6000.00,20000.00,0.003,Yes
Liechtenstein,Parliamentary,1962,0.94680,3452.00,3646.00,0.661,5220.00,18000.00,0.005,Yes
Liechtenstein,Parliamentary,1958,0.96470,3419.00,3544.00,0.763,4480.00,16000.00,0.002,Yes
Liechtenstein,Parliamentary,1957,0.93450,3294.00,3525.00,0.742,4440.00,16000.00,0.003,Yes
Liechtenstein,Parliamentary,1953,0.90760,3173.00,3398.00,0.791,4013.00,15000.00,0.009,Yes
Liechtenstein,Parliamentary,1949,0.91990,3022.00,3285.00,0.838,3605.00,14000.00,0.015,Yes
Liechtenstein,Parliamentary,1945,0.93360,2883.00,3088.00,0.971,2970.00,12000.00,0.019,Yes
Lithuania,Parliamentary,2016,0.50640,1273427.00,2514657.00,0.545,2336011.00,2854235.00,0.041,No
Lithuania,Parliamentary,2012,0.52930,1370014.00,2588418.00,0.559,2452753.00,2986065.00,0.042,No
Lithuania,Parliamentary,2008,0.48590,1309965.00,2696090.00,0.462,2838539.00,3565205.00,0.062,No
Lithuania,Parliamentary,2004,0.46040,1227648.00,2666199.00,0.433,2833208.00,3607899.00,0.055,No
Lithuania,Parliamentary,2000,0.58180,1539743.00,2646663.00,0.504,3053037.00,3672338.00,0.044,No
Lithuania,Parliamentary,1996,0.52920,1374612.00,2597530.00,0.500,2751320.00,3718000.00,0.049,No
Lithuania,Parliamentary,1992,0.75220,1918027.00,2549952.00,0.702,2731660.00,3742000.00,0.055,No
Lithuania,Parliamentary,1990,0.71720,1851343.00,2581359.00,,,3693700.00,,
Lithuania,Presidential,2019,0.57370,1426694.00,2486915.00,0.630,2264175.00,2762485.00,0.007,No
Lithuania,Presidential,2014,0.47370,1212374.00,2559398.00,0.432,2807195.00,3505738.00,0.020,No
Lithuania,Presidential,2009,0.51760,1393278.00,2691603.00,0.480,2899982.00,3555179.00,0.013,No
Lithuania,Presidential,2004,0.52460,1395103.00,2659211.00,0.492,2833208.00,3607899.00,0.015,No
Lithuania,Presidential,2003,0.52650,1436322.00,2727805.00,0.510,2818876.00,3620094.00,0.010,No
Lithuania,Presidential,1998,0.73660,1937786.00,2630681.00,0.705,2748024.00,3661168.00,0.008,No
Lithuania,Presidential,1993,0.78620,2019013.00,2568016.00,0.732,2760200.00,3730000.00,0.017,No
Lithuania,EU Parliament,2019,0.53480,1332020.00,2490542.00,0.588,2264175.00,2762485.00,0.054,No
Lithuania,EU Parliament,2014,0.47350,1211279.00,2557950.00,0.432,2807195.00,3505738.00,0.055,No
Lithuania,EU Parliament,2009,0.20980,564803.00,2692397.00,0.195,2899982.00,3555179.00,0.026,No
Lithuania,EU Parliament,2004,0.48380,1284050.00,2654311.00,0.453,2833208.00,3607899.00,0.060,No
Luxembourg,Parliamentary,2018,0.89660,233014.00,259887.00,0.482,483824.00,605764.00,0.072,Yes
Luxembourg,Parliamentary,2013,0.91150,218453.00,239668.00,0.551,396354.00,514862.00,0.068,Yes
Luxembourg,Parliamentary,2009,0.90930,203535.00,223842.00,0.532,382589.00,491775.00,0.065,Yes
Luxembourg,Parliamentary,2004,0.91680,199846.00,217979.00,0.565,353691.00,455000.00,0.056,Yes
Luxembourg,Parliamentary,1999,0.86510,191267.00,221103.00,0.569,336027.00,429797.00,0.065,Yes
Luxembourg,Parliamentary,1994,0.88300,191724.00,217131.00,0.605,316790.00,401000.00,0.065,Yes
Luxembourg,Parliamentary,1989,0.87390,191332.00,218940.00,0.641,298620.00,378000.00,0.055,Yes
Luxembourg,Parliamentary,1984,0.88810,191651.00,215792.00,0.668,286770.00,363000.00,0.065,Yes
Luxembourg,Parliamentary,1979,0.88850,188909.00,212614.00,0.685,275880.00,363000.00,0.073,Yes
Luxembourg,Parliamentary,1974,0.90140,185527.00,205817.00,0.737,251600.00,340000.00,0.058,Yes
Luxembourg,Parliamentary,1968,0.88560,170566.00,192601.00,0.678,251600.00,340000.00,0.064,Yes
Luxembourg,Parliamentary,1964,0.90570,173702.00,191788.00,0.726,239440.00,328000.00,0.064,Yes
Luxembourg,Parliamentary,1959,0.92330,173836.00,188286.00,0.743,234000.00,312000.00,0.049,Yes
Luxembourg,Parliamentary,1954,0.92650,170092.00,183590.00,0.731,232560.00,306000.00,0.049,Yes
Luxembourg,Parliamentary,1951,0.90780,83613.00,92110.00,0.373,224250.00,299000.00,0.049,Yes
Luxembourg,Parliamentary,1948,0.91900,77865.00,84724.00,,219000.00,292000.00,0.056,Yes
Luxembourg,Parliamentary,1945,,159083.00,,0.750,212250.00,283000.00,,Yes
Luxembourg,EU Parliament,2019,0.84100,240044.00,285435.00,0.486,493482.00,617185.00,0.093,Yes
Luxembourg,EU Parliament,2014,0.85550,226218.00,264433.00,0.558,405676.00,520672.00,0.099,Yes
Luxembourg,EU Parliament,2009,0.90760,218423.00,240669.00,0.571,382589.00,491775.00,0.092,Yes
Luxembourg,EU Parliament,2004,0.91350,209689.00,229550.00,0.601,349079.00,454960.00,0.084,Yes
Luxembourg,EU Parliament,1999,0.87270,199597.00,228712.00,0.608,328066.00,427350.00,0.094,Yes
Luxembourg,EU Parliament,1994,0.88550,198370.00,224031.00,0.639,310293.00,400200.00,0.100,Yes
Luxembourg,EU Parliament,1989,0.87400,191354.00,218940.00,0.654,292412.00,374900.00,0.088,Yes
Luxembourg,EU Parliament,1984,0.88800,191623.00,215792.00,0.685,279771.00,365794.00,0.093,Yes
Luxembourg,EU Parliament,1979,0.88900,189126.00,212740.00,0.692,273294.00,362261.00,0.097,Yes
Madagascar,Parliamentary,2019,0.40000,4120877.00,10302194.00,0.288,14291036.00,26317853.00,,No
Madagascar,Parliamentary,2013,0.50720,4043246.00,7971790.00,0.353,11458381.00,22599098.00,0.047,No
Madagascar,Parliamentary,2002,0.67860,3966287.00,5844564.00,0.509,7797271.00,17117000.00,0.025,No
Madagascar,Parliamentary,1998,0.60130,3147368.00,5234198.00,0.406,7745460.00,16136000.00,0.033,No
Madagascar,Parliamentary,1993,0.60000,3600000.00,6000000.00,0.541,6649920.00,13854000.00,,No
Madagascar,Parliamentary,1989,0.74600,4283512.00,5741974.00,0.734,5837280.00,12161000.00,0.027,No
Madagascar,Parliamentary,1983,0.72750,3519997.00,4838279.00,0.764,4606000.00,9400000.00,0.025,No
Madagascar,Parliamentary,1970,0.94770,2612656.00,2756978.00,0.860,3037500.00,6750000.00,0.004,No
Madagascar,Parliamentary,2007,,,7466164.00,,9220662.00,19448815.00,,No
Madagascar,Presidential,2018,0.53950,5367550.00,9949083.00,0.387,13860950.00,25683610.00,0.072,No
Madagascar,Presidential,2013,0.61560,4826156.00,7839268.00,0.421,11458381.00,22599098.00,0.070,No
Madagascar,Presidential,2006,0.61930,4531946.00,7317790.00,0.509,8913169.00,18595469.00,0.019,No
Madagascar,Presidential,2001,0.66850,4256508.00,6367610.00,0.564,7544450.00,15982563.00,0.016,No
Madagascar,Presidential,1996,0.60930,2167634.00,3557352.00,0.297,7307040.00,15223000.00,0.038,No
Madagascar,Presidential,1993,0.68490,4302663.00,6282564.00,0.647,6649920.00,13854000.00,0.036,No
Madagascar,Presidential,1992,0.74670,4436351.00,5941427.00,0.667,6649920.00,13854000.00,0.022,No
Malawi,Parliamentary,2014,0.70070,5234506.00,7470806.00,0.640,8173669.00,17377468.00,0.014,No
Malawi,Parliamentary,2009,0.53900,3164240.00,5870819.00,0.509,6216432.00,14268771.00,,No
Malawi,Parliamentary,2004,0.60180,3119645.00,5184086.00,0.553,5639009.00,11651239.00,0.045,No
Malawi,Parliamentary,1999,0.92280,4680262.00,5071822.00,0.925,5060902.00,10839431.00,0.041,No
Malawi,Parliamentary,1994,0.80030,3021239.00,3775256.00,0.679,4446670.00,9461000.00,0.024,No
Malawi,Presidential,2019,0.74440,5105983.00,6859570.00,0.528,9664710.00,20509317.00,0.015,No
Malawi,Presidential,2014,0.70750,5285278.00,7470806.00,0.647,8173669.00,17377468.00,0.011,No
Malawi,Presidential,2009,0.78280,4595902.00,5870819.00,0.739,6216432.00,14268711.00,0.026,No
Malawi,Presidential,2004,0.63590,3296711.00,5184086.00,0.585,5639009.00,11651239.00,0.026,No
Malawi,Presidential,1999,0.93760,4755422.00,5071822.00,0.940,5060902.00,10839431.00,0.019,No
Malawi,Presidential,1994,0.80540,3040665.00,3775256.00,0.684,4446670.00,9461000.00,0.020,No
Malaysia,Parliamentary,2018,0.82320,12299514.00,14940624.00,0.621,19794567.00,31809660.00,0.018,No
Malaysia,Parliamentary,2013,0.84840,11257147.00,13268002.00,0.630,17883697.00,29628392.00,0.013,No
Malaysia,Parliamentary,2008,0.75990,8161039.00,10740227.00,0.534,15283282.00,25274133.00,0.027,No
Malaysia,Parliamentary,2004,0.73900,7209948.00,9756097.00,0.522,13802493.00,23092940.00,,No
Malaysia,Parliamentary,1999,0.68650,6655348.00,9694156.00,0.496,13411519.00,22549627.00,0.022,No
Malaysia,Parliamentary,1995,0.71800,6470882.00,9012370.00,0.636,10175010.00,19951000.00,,No
Malaysia,Parliamentary,1990,0.70000,5600000.00,8000000.00,0.631,8882000.00,17764000.00,,No
Malaysia,Parliamentary,1986,0.74390,5052157.00,6791446.00,0.640,7893900.00,16110000.00,0.025,No
Malaysia,Parliamentary,1982,0.72100,4181800.00,5800000.00,0.612,6828160.00,14528000.00,,No
Malaysia,Parliamentary,1978,,3473790.00,,0.573,6067230.00,12303000.00,,No
Malaysia,Parliamentary,1974,,2122927.00,,0.403,5265000.00,11700000.00,,No
Maldives,Parliamentary,2019,0.75520,199708.00,264442.00,0.680,289388.00,392217.00,0.022,No
Maldives,Parliamentary,2014,0.77930,187547.00,240652.00,0.757,247819.00,393595.00,,No
Maldives,Parliamentary,2009,0.78870,164996.00,209197.00,0.591,279121.00,396334.00,0.011,No
Maldives,Parliamentary,2005,0.71290,111946.00,157027.00,0.554,202133.00,339330.00,0.016,No
Maldives,Parliamentary,1999,0.77400,,128000.00,,133908.00,278120.00,,No
Maldives,Parliamentary,1994,0.75390,82227.00,109072.00,0.815,100860.00,246000.00,0.016,No
Maldives,Parliamentary,1989,0.68690,61875.00,90084.00,0.705,87780.00,209000.00,0.072,No
Maldives,Presidential,2018,0.89220,233889.00,262135.00,0.806,290137.00,392473.00,0.013,No
Maldives,Presidential,2013,0.91430,218621.00,239105.00,0.834,262023.00,393988.00,0.010,No
Maldives,Presidential,2008,0.85380,177802.00,208252.00,0.693,256661.00,385925.00,0.007,No
Maldives,Presidential,1998,0.76670,96698.00,126128.00,0.742,130286.00,270597.00,0.008,No
Mali,Parliamentary,2020,0.35580,2726292.00,7663464.00,0.306,8920714.00,19553397.00,0.045,No
Mali,Parliamentary,2013,0.38500,2629432.00,6829696.00,0.351,7487808.00,15968882.00,,No
Mali,Parliamentary,2007,0.32190,2017464.00,6267363.00,0.333,6055061.00,13309212.00,,No
Mali,Parliamentary,2002,0.26000,1078246.00,4146595.00,0.207,5222363.00,11446961.00,0.012,No
Mali,Parliamentary,1997,0.21580,1133769.00,5254299.00,0.250,4533982.00,9924608.00,0.019,No
Mali,Parliamentary,1992,0.21090,1008189.00,4780416.00,0.248,4059061.00,8902986.00,,No
Mali,Presidential,2018,0.42700,3416218.00,8000462.00,0.409,8348901.00,18429893.00,0.066,No
Mali,Presidential,2013,0.45780,3126521.00,6829696.00,0.418,7487808.00,15968882.00,0.030,No
Mali,Presidential,2007,0.36240,2494846.00,6884352.00,0.412,6055061.00,13309212.00,0.092,No
Mali,Presidential,2002,0.38570,2216185.00,5746202.00,0.424,5222363.00,11446961.00,0.028,No
Mali,Presidential,1997,0.28410,1542229.00,5428256.00,0.340,4533982.00,9924608.00,0.285,No
Malta,Parliamentary,2017,0.92060,314696.00,341856.00,0.923,341004.00,416338.00,0.013,No
Malta,Parliamentary,2013,0.92950,309600.00,333072.00,0.917,337540.00,409836.00,0.013,No
Malta,Parliamentary,2008,0.93300,294214.00,315357.00,0.889,331028.00,401880.00,0.012,No
Malta,Parliamentary,2003,0.95700,285122.00,297930.00,0.954,299040.00,397499.00,0.010,No
Malta,Parliamentary,1998,0.95400,268150.00,281078.00,0.959,279515.00,379287.00,0.014,No
Malta,Parliamentary,1996,0.97160,264037.00,271746.00,0.980,269370.00,369000.00,0.011,No
Malta,Parliamentary,1992,0.96040,249145.00,259423.00,0.953,261360.00,363000.00,0.008,No
Malta,Parliamentary,1987,0.96110,236719.00,246292.00,0.956,247680.00,344000.00,0.007,No
Malta,Parliamentary,1981,0.94640,225466.00,238237.00,0.860,262080.00,364000.00,0.006,No
Malta,Parliamentary,1976,0.95000,206843.00,217724.00,0.898,230300.00,329000.00,0.007,No
Malta,Parliamentary,1971,0.92930,168913.00,181768.00,0.776,217800.00,330000.00,0.005,No
Malta,Parliamentary,1966,0.89710,144873.00,161490.00,0.767,188800.00,320000.00,0.011,No
Malta,Parliamentary,1962,0.90770,151533.00,166936.00,0.794,190820.00,329000.00,0.006,No
Malta,Parliamentary,1955,0.81160,121243.00,149380.00,0.677,178980.00,314000.00,0.005,No
Malta,Parliamentary,1953,0.80370,119333.00,148478.00,0.660,180690.00,317000.00,0.007,No
Malta,Parliamentary,1951,0.74590,113366.00,151977.00,0.604,187800.00,313000.00,0.007,No
Malta,Parliamentary,1950,0.76020,106820.00,140516.00,0.571,187200.00,312000.00,0.006,No
Malta,Parliamentary,1947,0.75440,106141.00,140703.00,0.590,180000.00,300000.00,0.006,No
Malta,EU Parliament,2019,0.72660,270022.00,371643.00,0.718,375902.00,453319.00,0.036,No
Malta,EU Parliament,2014,0.74800,257588.00,344356.00,0.778,330921.00,412655.00,0.022,No
Malta,EU Parliament,2009,0.78790,254039.00,322411.00,0.786,323381.00,405165.00,0.023,No
Malta,EU Parliament,2004,0.82390,250691.00,304283.00,0.824,304263.00,399867.00,0.020,No
Marshall Islands,Parliamentary,2019,0.37840,17834.00,47133.00,0.386,46259.00,76811.00,,No
Marshall Islands,Parliamentary,2015,0.45850,20442.00,44588.00,0.491,41606.00,72191.00,,No
