Country,Election type,Year,Voter Turnout,Total vote,Registration,VAP Turnout,Voting age population,Population,Invalid votes,Compulsory voting
Syrian Arab Republic,Parliamentary,1998,0.82220,5501940.00,6691323.00,0.790,6960764.00,15294662.00,,No
Syrian Arab Republic,Parliamentary,1994,0.61170,3693656.00,6037885.00,0.580,6368240.00,13844000.00,,No
Syrian Arab Republic,Presidential,2014,0.73420,11634412.00,15845575.00,1.072,10852241.00,17951639.00,0.038,No
Taiwan,Parliamentary,2020,0.74860,14456293.00,19312105.00,0.743,19454487.00,23603049.00,0.021,No
Taiwan,Parliamentary,2016,0.66250,12447036.00,18786940.00,0.658,18906005.00,23464787.00,0.021,No
Taiwan,Parliamentary,2012,0.74700,13514199.00,18086455.00,0.742,18115247.00,23230506.00,,No
Taiwan,Parliamentary,2008,0.58500,10050619.00,17179656.00,0.568,17693301.00,22858872.00,0.016,No
Taiwan,Parliamentary,2004,0.59160,9796299.00,16559254.00,0.579,16919243.00,22605000.00,0.008,No
Taiwan,Parliamentary,2001,0.66160,10468990.00,15822684.00,0.631,16580286.00,22335805.00,0.013,No
Taiwan,Parliamentary,1998,0.68090,10188302.00,14961930.00,0.646,15781923.00,21834438.00,0.015,No
Taiwan,Parliamentary,1996,0.76210,10769224.00,14130084.00,0.751,14340580.00,21311000.00,0.032,No
Taiwan,Parliamentary,1995,0.67650,9574388.00,14153424.00,0.671,14273013.00,21258000.00,0.014,No
Taiwan,Parliamentary,1992,0.72020,9666020.00,13421170.00,0.712,13576697.00,20340000.00,0.018,No
Taiwan,Parliamentary,1991,0.68320,8938622.00,13083119.00,0.670,13338634.00,20491000.00,0.020,No
Taiwan,Presidential,2020,0.74900,14464571.00,19311105.00,0.744,19454487.00,23603049.00,0.011,No
Taiwan,Presidential,2016,0.66270,12448302.00,18782991.00,0.658,18906005.00,23464787.00,0.013,No
Taiwan,Presidential,2012,0.74380,13452016.00,18086455.00,0.743,18115247.00,23230506.00,0.007,No
Taiwan,Presidential,2008,0.76330,13221609.00,17321622.00,0.747,17693301.00,22858872.00,0.009,No
Taiwan,Presidential,2004,0.80280,13251719.00,16507179.00,0.783,16919243.00,22605000.00,0.026,No
Taiwan,Presidential,2000,0.82690,12786671.00,15462625.00,0.776,16482816.00,22092387.00,0.010,No
Taiwan,Presidential,1996,0.76040,10883279.00,14313288.00,0.759,14340580.00,21311000.00,0.011,No
Tajikistan,Parliamentary,2020,0.86140,4245951.00,4929128.00,0.760,5585968.00,8873669.00,,No
Tajikistan,Parliamentary,2015,0.82000,3540760.00,4318000.00,0.772,4588724.00,8051512.00,,No
Tajikistan,Parliamentary,2010,0.90840,3289377.00,3621174.00,0.593,4440442.00,7487489.00,0.007,No
Tajikistan,Parliamentary,2005,0.93230,2583919.00,2771528.00,0.707,3653118.00,7011556.00,0.024,No
Tajikistan,Parliamentary,2000,0.93360,2683010.00,2873745.00,0.856,3135743.00,6244770.00,0.025,No
Tajikistan,Parliamentary,1995,0.84000,2254560.00,2684000.00,0.724,3112530.00,6103000.00,,No
Tajikistan,Presidential,2013,0.90160,3787703.00,4201156.00,0.791,4786581.00,7910041.00,0.010,No
Tajikistan,Presidential,2006,0.91010,3054573.00,3356304.00,0.808,3781554.00,7320815.00,0.013,No
Tajikistan,Presidential,1994,0.88330,2338356.00,2647398.00,0.773,3025830.00,5933000.00,,No
"Tanzania, United Republic of",Parliamentary,2015,0.62680,14574957.00,23253982.00,0.583,24994742.00,51045882.00,,No
"Tanzania, United Republic of",Parliamentary,2010,0.39490,7952497.00,20137303.00,0.375,21189992.00,41892895.00,,No
"Tanzania, United Republic of",Parliamentary,2005,0.69640,11438350.00,16425913.00,0.655,17459595.00,36766356.00,0.053,No
"Tanzania, United Republic of",Parliamentary,2000,0.72770,7341067.00,10088484.00,0.457,16055200.00,33517000.00,0.046,No
"Tanzania, United Republic of",Parliamentary,1995,0.76510,6831578.00,8928816.00,0.479,14256000.00,29700000.00,0.055,No
"Tanzania, United Republic of",Presidential,2015,0.67340,15596110.00,23161440.00,0.624,24994742.00,51045882.00,0.026,No
"Tanzania, United Republic of",Presidential,2010,0.42840,8626283.00,20137303.00,0.407,21189992.00,41892895.00,0.026,No
"Tanzania, United Republic of",Presidential,2005,0.72230,11875927.00,16442657.00,0.680,17459595.00,36766356.00,0.043,No
"Tanzania, United Republic of",Presidential,2000,0.84430,8517648.00,10088484.00,0.531,16055200.00,33517000.00,0.041,No
"Tanzania, United Republic of",Presidential,1995,0.76670,6846681.00,8929969.00,0.480,14256000.00,29700000.00,0.049,No
Thailand,Parliamentary,2019,0.74690,38268375.00,51239638.00,0.698,54866829.00,68804427.00,0.056,Yes
Thailand,Parliamentary,2014,0.46790,20130929.00,43024000.00,0.394,51152704.00,67497151.00,0.121,Yes
Thailand,Parliamentary,2011,0.75030,35203107.00,46918709.00,0.693,50807011.00,67041000.00,0.049,Yes
Thailand,Parliamentary,2007,0.78510,35844272.00,45658170.00,0.762,47021213.00,63937800.00,0.088,Yes
Thailand,Parliamentary,2006,0.64770,29088209.00,44909562.00,0.626,46461491.00,63470400.00,0.058,Yes
Thailand,Parliamentary,2005,0.75130,33693624.00,44846472.00,0.735,45866519.00,63003000.00,0.057,Yes
Thailand,Parliamentary,2001,0.69950,29909271.00,42759001.00,0.701,42663353.00,62862098.00,0.100,Yes
Thailand,Parliamentary,1996,0.62390,24060744.00,38564836.00,0.650,36997720.00,60652000.00,0.017,Yes
Thailand,Parliamentary,1995,0.62040,23462746.00,37817983.00,0.641,36620740.00,60034000.00,0.038,Yes
Thailand,Parliamentary,1992,0.59280,19224201.00,32432087.00,0.584,32923200.00,57760000.00,0.043,Yes
Thailand,Parliamentary,1988,0.63560,16944931.00,26658637.00,0.547,30965820.00,54326000.00,0.035,Yes
Thailand,Parliamentary,1986,0.61400,15104400.00,24600000.00,0.543,27830830.00,52511000.00,,Yes
Thailand,Parliamentary,1983,0.50760,12295339.00,24224470.00,0.469,26213270.00,49459000.00,0.041,Yes
Thailand,Parliamentary,1976,0.43690,9084104.00,20791018.00,0.481,18902400.00,42960000.00,0.050,Yes
Thailand,Parliamentary,1975,0.47000,8695000.00,18500000.00,0.460,18902400.00,41896000.00,,Yes
Thailand,Parliamentary,1969,0.49160,7285831.00,14820180.00,0.483,15097300.00,35110000.00,0.059,Yes
Thailand,Parliamentary,1957,0.44070,4370789.00,9917417.00,0.394,11108080.00,24148000.00,,Yes
Thailand,Parliamentary,1952,0.38950,2961291.00,7602591.00,0.335,8828780.00,19193000.00,,Yes
Thailand,Parliamentary,1948,0.29500,2117464.00,7176891.00,0.259,8191680.00,17808000.00,,Yes
Thailand,Parliamentary,1946,0.32520,2091827.00,6431827.00,0.267,7838860.00,17041000.00,,Yes
Timor-Leste,Parliamentary,2018,0.80980,635116.00,784286.00,0.915,693914.00,1321929.00,0.017,No
Timor-Leste,Parliamentary,2017,0.76740,583956.00,760907.00,0.833,701368.00,1291358.00,0.027,No
Timor-Leste,Parliamentary,2007,0.80540,426210.00,529198.00,0.716,595005.00,1084971.00,0.019,No
Timor-Leste,Parliamentary,2001,0.86030,384248.00,446666.00,0.846,454362.00,737811.00,0.054,No
Timor-Leste,Presidential,2017,0.71160,528813.00,743150.00,0.754,701368.00,1291358.00,0.023,No
Timor-Leste,Presidential,2012,0.73120,458703.00,627295.00,0.763,601323.00,1201255.00,0.015,No
Timor-Leste,Presidential,2007,0.81000,424475.00,524073.00,0.713,595005.00,1084971.00,0.022,No
Timor-Leste,Presidential,2002,0.97260,427198.00,439254.00,0.878,486612.00,908700.00,0.036,No
Togo,Parliamentary,2018,0.59250,1869717.00,3155837.00,0.427,4382547.00,8176449.00,0.063,No
Togo,Parliamentary,2013,0.66060,2011203.00,3044332.00,0.577,3484413.00,7154237.00,0.057,No
Togo,Parliamentary,2007,0.84920,2526049.00,2974718.00,0.910,2776908.00,5701579.00,0.072,No
Togo,Parliamentary,2002,0.67430,1915875.00,2841079.00,0.823,2328329.00,5153088.00,,No
Togo,Parliamentary,1994,0.65120,1302400.00,2000000.00,0.691,1885440.00,3928000.00,,No
Togo,Parliamentary,1990,0.78670,1197754.00,1522491.00,0.692,1730190.00,3531000.00,,No
Togo,Parliamentary,1985,0.78620,1036975.00,1318979.00,0.699,1483720.00,3028000.00,,No
Togo,Parliamentary,1997,,1300000.00,,0.629,2065440.00,4303000.00,,
Togo,Parliamentary,1999,,,2270000.00,,2544949.00,5018502.00,,No
Togo,Presidential,2020,0.92280,3449989.00,3738786.00,0.743,4645140.00,8608444.00,0.279,No
Togo,Presidential,2015,0.60940,2138438.00,3509258.00,0.532,4019183.00,7552318.00,0.028,No
Togo,Presidential,2010,0.64680,2119829.00,3277492.00,0.658,3222000.00,6291000.00,0.037,No
Togo,Presidential,2005,0.63580,2288279.00,3599306.00,0.884,2589797.00,5556812.00,0.037,No
Togo,Presidential,2003,0.71990,2327675.00,3233353.00,0.965,2412988.00,5285501.00,,No
Togo,Presidential,1998,0.69810,1587027.00,2273190.00,0.748,2121207.00,4419181.00,0.018,No
Tonga,Parliamentary,2017,0.67000,39613.00,59000.00,0.694,57116.00,106479.00,,No
Tonga,Parliamentary,2014,0.76800,39512.00,51448.00,0.784,50418.00,106440.00,,No
Tonga,Parliamentary,2010,0.90850,38516.00,42395.00,0.725,53135.00,105632.00,0.002,No
Tonga,Parliamentary,2008,0.46690,32091.00,68730.00,0.478,67138.00,119009.00,,No
Tonga,Parliamentary,2005,0.50520,33119.00,65555.00,0.550,60215.00,110237.00,,No
Tonga,Parliamentary,1999,0.50750,27867.00,54912.00,0.535,52065.00,96829.00,,No
Tonga,Parliamentary,1996,0.56090,27948.00,49830.00,0.418,66796.00,96020.00,0.007,No
Tonga,Parliamentary,1993,0.58810,28515.00,48487.00,0.633,45043.00,96947.00,0.008,No
Tonga,Parliamentary,1987,0.59420,25253.00,42496.00,0.617,40920.00,93000.00,,No
Trinidad and Tobago,Parliamentary,2015,0.66840,734792.00,1099279.00,0.781,940813.00,1222363.00,0.003,No
Trinidad and Tobago,Parliamentary,2010,0.69450,722322.00,1040127.00,0.772,936079.00,1228691.00,0.004,No
Trinidad and Tobago,Parliamentary,2007,0.66030,653882.00,990352.00,0.725,901612.00,1056608.00,0.004,No
Trinidad and Tobago,Parliamentary,2002,0.69640,609571.00,875260.00,0.719,847651.00,1163724.00,0.005,No
Trinidad and Tobago,Parliamentary,2001,0.66130,561993.00,849874.00,0.650,864805.00,1249053.00,0.005,No
Trinidad and Tobago,Parliamentary,2000,0.63050,597525.00,947689.00,0.700,853781.00,1289594.00,0.005,No
Trinidad and Tobago,Parliamentary,1995,0.63300,530311.00,837741.00,0.673,788020.00,1271000.00,0.009,No
Trinidad and Tobago,Parliamentary,1991,0.65760,522472.00,794486.00,0.704,742200.00,1237000.00,0.005,No
Trinidad and Tobago,Parliamentary,1986,0.65450,577300.00,882029.00,0.805,717600.00,1196000.00,0.007,No
Trinidad and Tobago,Parliamentary,1981,0.56430,415416.00,736104.00,0.644,644960.00,1112000.00,0.006,No
Trinidad and Tobago,Parliamentary,1976,0.55830,315809.00,565646.00,0.643,491520.00,1024000.00,0.012,No
Trinidad and Tobago,Parliamentary,1971,0.33170,118597.00,357568.00,0.256,463500.00,1030000.00,0.001,No
Trinidad and Tobago,Parliamentary,1966,0.65790,302548.00,459839.00,0.679,445500.00,990000.00,0.001,No
Trinidad and Tobago,Parliamentary,1961,0.88110,333512.00,378511.00,0.836,398820.00,867000.00,0.001,No
Trinidad and Tobago,Parliamentary,1956,0.80090,271534.00,339028.00,0.819,331660.00,721000.00,0.026,No
Trinidad and Tobago,Parliamentary,1950,0.70090,198458.00,283150.00,0.688,288420.00,627000.00,0.043,No
Trinidad and Tobago,Parliamentary,1946,0.52900,137281.00,259512.00,0.535,256666.00,557970.00,0.061,No
Tunisia,Parliamentary,2019,0.41700,2946628.00,7065885.00,0.359,8219612.00,11622134.00,0.026,No
Tunisia,Parliamentary,2014,0.67720,3579257.00,5285136.00,0.454,7885952.00,10937521.00,0.048,No
Tunisia,Parliamentary,2011,0.92240,4308888.00,4671276.00,0.539,7993924.00,10606714.00,0.063,No
Tunisia,Parliamentary,2009,0.89400,4447388.00,4974707.00,0.609,7306000.00,10486339.00,0.002,No
Tunisia,Parliamentary,2004,0.86410,4215151.00,4877905.00,0.642,6565677.00,9974722.00,0.004,No
Tunisia,Parliamentary,1999,0.91510,3100098.00,3387542.00,0.557,5563704.00,9466018.00,0.003,No
Tunisia,Parliamentary,1994,0.95470,2841557.00,2976366.00,0.603,4715820.00,8733000.00,0.003,No
Tunisia,Parliamentary,1989,0.76470,2073925.00,2711925.00,0.504,4113200.00,7910000.00,0.015,No
Tunisia,Parliamentary,1986,0.82940,2175093.00,2622482.00,0.595,3657850.00,7465000.00,0.005,No
Tunisia,Parliamentary,1981,0.84540,1962127.00,2321031.00,0.636,3085550.00,6565000.00,0.010,No
Tunisia,Presidential,2019,0.55020,3892085.00,7074566.00,0.474,8219612.00,11622134.00,0.027,No
Tunisia,Presidential,2014,0.60110,3189382.00,5306324.00,0.404,7885952.00,10937521.00,0.025,No
Tunisia,Presidential,2009,0.89450,4737367.00,5296008.00,0.648,7306000.00,10486339.00,0.002,No
Tunisia,Presidential,2004,0.91520,4464337.00,4877905.00,0.680,6565677.00,9974722.00,0.003,No
Tunisia,Presidential,1999,0.89700,195906.00,218400.00,0.035,5563704.00,9466018.00,0.006,No
Tunisia,Presidential,1994,0.94900,2989880.00,3150612.00,0.634,4715820.00,8733000.00,,No
Turkey,Parliamentary,2018,0.86220,51189444.00,59367469.00,0.890,57547968.00,81257239.00,0.021,Yes
Turkey,Parliamentary,2015,0.85180,48523610.00,56965099.00,0.843,57579752.00,82523053.00,0.014,Yes
Turkey,Parliamentary,2014,0.74130,41283627.00,55692841.00,0.747,55249398.00,81619392.00,,Yes
Turkey,Parliamentary,2011,0.87590,43963276.00,50189930.00,0.865,50809416.00,73722988.00,,Yes
Turkey,Parliamentary,2007,0.84250,36056293.00,42799303.00,0.745,48423209.00,71158647.00,0.028,Yes
Turkey,Parliamentary,2002,0.79280,32768161.00,41333105.00,0.759,43198055.00,66493970.00,0.039,Yes
Turkey,Parliamentary,1999,0.87090,32656070.00,37495217.00,0.804,40626996.00,64504287.00,0.045,Yes
Turkey,Parliamentary,1995,0.85200,29101469.00,34155981.00,0.791,36812460.00,62394000.00,0.034,Yes
Turkey,Parliamentary,1991,0.83920,25157123.00,29979123.00,0.798,31529300.00,57326000.00,0.029,Yes
Turkey,Parliamentary,1987,0.93280,24603541.00,26376926.00,0.918,26806110.00,52561000.00,0.026,Yes
Turkey,Parliamentary,1983,0.92270,18214104.00,19740500.00,0.755,24112290.00,47279000.00,0.048,Yes
Turkey,Parliamentary,1977,0.70410,14785814.00,21000000.00,0.668,22137040.00,41768000.00,,No
Turkey,Parliamentary,1973,0.66820,11223843.00,16798164.00,0.567,19800800.00,37360000.00,0.044,No
Turkey,Parliamentary,1969,0.64350,9516035.00,14788552.00,0.593,16059900.00,34170000.00,0.050,No
Turkey,Parliamentary,1961,0.81410,10522716.00,12925395.00,0.751,14014980.00,28602000.00,0.037,No
Turkey,Parliamentary,1950,0.87750,7815000.00,8906107.00,0.778,10048800.00,20935000.00,,No
Turkey,Presidential,2018,0.86240,51197959.00,59367469.00,0.890,57547968.00,81257239.00,0.022,Yes
Turkey,Presidential,2014,0.74130,41283627.00,55692841.00,0.744,55509734.00,81619392.00,0.018,Yes
Turkmenistan,Parliamentary,2018,0.91690,3017801.00,3291312.00,0.803,3756802.00,5411012.00,,No
Turkmenistan,Parliamentary,2013,0.91330,2797637.00,3063218.00,0.833,3357359.00,5113040.00,,No
Turkmenistan,Parliamentary,2008,0.93870,2594658.00,2763993.00,0.847,3061730.00,4829332.00,,No
Turkmenistan,Parliamentary,2004,0.76880,1472252.00,1915000.00,0.558,2638445.00,4863169.00,,No
Turkmenistan,Presidential,2017,0.97280,3163692.00,3252243.00,0.855,3701607.00,5351277.00,,No
Turkmenistan,Presidential,2012,0.96700,2888742.00,2987324.00,0.870,3319136.00,5054828.00,,No
Turkmenistan,Presidential,2007,0.98720,2643192.00,2677589.00,1.002,2638445.00,5570129.00,0.013,No
Tuvalu,Parliamentary,2002,0.79990,4150.00,5188.00,0.632,6572.00,10267.00,,No
Tuvalu,Parliamentary,1981,0.84980,2862.00,3368.00,0.850,3368.00,7000.00,,No
Tuvalu,Parliamentary,1977,0.78830,2256.00,2862.00,0.788,2862.00,6000.00,,No
Tuvalu,Parliamentary,2019,,10202.00,,,7372.00,11244.00,,No
Tuvalu,Parliamentary,2015,,7819.00,,1.111,7041.00,10869.00,,No
Tuvalu,Parliamentary,2010,,,6008.00,,6519.00,10472.00,,No
Tuvalu,Parliamentary,2006,,,,,7230.00,11636.00,,No
Tuvalu,Parliamentary,1998,,,,,6719.00,10953.00,,No
Tuvalu,Parliamentary,1993,,,,,5679.00,9564.00,,No
Tuvalu,Parliamentary,1989,,,,,5497.00,8963.00,,No
Tuvalu,Parliamentary,1985,,,,,5075.00,8156.00,,No
Uganda,Parliamentary,2016,0.67610,10329131.00,15277198.00,0.604,17110660.00,38319241.00,0.049,No
Uganda,Parliamentary,2011,0.59290,8272760.00,13954129.00,0.553,14954435.00,34612250.00,0.041,No
Uganda,Parliamentary,2006,0.68000,7106536.00,10450788.00,0.601,11820000.00,27269482.00,0.030,No
Uganda,Parliamentary,2001,0.70310,7576144.00,10775836.00,0.742,10206461.00,22070329.00,0.027,No
Uganda,Parliamentary,1996,0.59300,5027166.00,8477320.00,0.509,9875250.00,21945000.00,,No
Uganda,Parliamentary,1980,0.85300,4179111.00,4899146.00,0.689,6062340.00,13179000.00,,No
Uganda,Parliamentary,1962,0.67760,1052534.00,1553233.00,0.319,3297520.00,7016000.00,,No
Uganda,Presidential,2016,0.67610,10329131.00,15277198.00,0.604,17110660.00,38319241.00,0.049,No
Uganda,Presidential,2011,0.59290,8272760.00,13954129.00,0.553,14954435.00,34612250.00,0.041,No
Uganda,Presidential,2006,0.69190,7230456.00,10450788.00,0.612,11820000.00,27269482.00,0.041,No
Uganda,Presidential,2001,0.70310,7576144.00,10775836.00,0.742,10206461.00,22070329.00,0.027,No
Uganda,Presidential,1996,0.72600,6163678.00,8489915.00,0.624,9875250.00,21945000.00,,No
Ukraine,Parliamentary,2019,0.49200,14749867.00,29278586.00,0.413,35723124.00,43964969.00,0.009,No
Ukraine,Parliamentary,2014,0.52420,18174440.00,34670814.00,0.500,36363250.00,44291413.00,,No
Ukraine,Parliamentary,2012,0.57400,20759472.00,36163839.00,0.559,37107767.00,44854065.00,0.020,No
Ukraine,Parliamentary,2007,0.62030,23315257.00,37588040.00,0.627,37165613.00,46299862.00,0.044,No
Ukraine,Parliamentary,2006,0.67190,24990424.00,37191928.00,0.672,37188299.00,46929500.00,0.018,No
Ukraine,Parliamentary,2002,0.69240,25874271.00,37368748.00,0.696,37189218.00,48760474.00,0.039,No
Ukraine,Parliamentary,1998,0.70650,26521273.00,37540092.00,0.681,38939136.00,51235704.00,0.031,No
Ukraine,Parliamentary,1994,0.75810,28963982.00,38204100.00,0.734,39451600.00,51910000.00,0.063,No
Ukraine,Presidential,2019,0.62510,18893864.00,30225165.00,0.530,35723124.00,43964969.00,0.012,No
Ukraine,Presidential,2014,0.60820,18019504.00,29625200.00,0.496,36363250.00,44291413.00,,No
Ukraine,Presidential,2010,0.69700,25493529.00,36576763.00,0.680,37518273.00,45415596.00,0.012,No
Ukraine,Presidential,2004,0.77280,29068971.00,37613022.00,0.781,37206111.00,47732079.00,0.015,No
Ukraine,Presidential,1999,0.74920,28231774.00,37680581.00,0.738,38272306.00,50054276.00,0.025,No
Ukraine,Presidential,1994,0.71630,26883642.00,37531666.00,0.681,39451600.00,51910000.00,,No
United Kingdom,Parliamentary,2019,0.67550,32132029.00,47567752.00,0.620,51793515.00,65436510.00,0.004,No
United Kingdom,Parliamentary,2017,0.69310,32463654.00,46835433.00,0.633,51329650.00,64769452.00,0.002,No
United Kingdom,Parliamentary,2015,0.66120,30697860.00,46425386.00,0.605,50780423.00,64088222.00,,No
United Kingdom,Parliamentary,2010,0.65770,29991471.00,45597461.00,0.611,49116522.00,62348447.00,0.010,No
United Kingdom,Parliamentary,2005,0.61360,27148510.00,44245939.00,0.583,46554470.00,60270708.00,0.003,No
United Kingdom,Parliamentary,2001,0.59380,26365192.00,44403238.00,0.576,45804132.00,59434645.00,0.004,No
United Kingdom,Parliamentary,1997,0.71460,31289097.00,43784559.00,0.694,45093510.00,58563000.00,0.002,No
United Kingdom,Parliamentary,1992,0.77830,33653800.00,43240084.00,0.754,44658460.00,57998000.00,0.001,No
United Kingdom,Parliamentary,1987,0.75420,32566523.00,43180573.00,0.752,43326080.00,57008000.00,0.001,No
United Kingdom,Parliamentary,1983,0.72810,30722241.00,42192999.00,0.717,42846520.00,56377000.00,0.002,No
United Kingdom,Parliamentary,1979,0.76000,31233208.00,41095490.00,0.751,41608720.00,56228000.00,0.004,No
United Kingdom,Parliamentary,1974,0.72930,29226810.00,40072970.00,0.779,40298400.00,55970000.00,0.001,No
United Kingdom,Parliamentary,1970,0.72150,28386145.00,39342013.00,0.712,39895200.00,55410000.00,0.001,No
United Kingdom,Parliamentary,1966,0.75960,27314646.00,35957245.00,0.738,37026000.00,54450000.00,0.002,No
United Kingdom,Parliamentary,1964,0.77170,27698221.00,35894054.00,0.751,36864840.00,54213000.00,0.001,No
United Kingdom,Parliamentary,1959,0.78710,27862652.00,35397304.00,0.775,35968320.00,52128000.00,,No
United Kingdom,Parliamentary,1955,0.76780,26759729.00,34852179.00,0.758,35327310.00,51199000.00,,No
United Kingdom,Parliamentary,1951,0.81890,28596594.00,34919331.00,0.814,35148400.00,50202000.00,,No
United Kingdom,Parliamentary,1950,0.83610,28771124.00,34412255.00,0.816,35261100.00,50373000.00,,No
United Kingdom,Parliamentary,1945,0.72550,24117191.00,33240391.00,0.701,34427400.00,49182000.00,,No
United Kingdom,EU Parliament,2019,0.36900,17199701.00,46611655.00,0.332,51793515.00,65436510.00,,No
United Kingdom,EU Parliament,2014,0.35400,16454990.00,46482909.00,0.332,49557644.00,63742977.00,,No
United Kingdom,EU Parliament,2009,0.34480,15625823.00,45315669.00,0.321,48758032.00,61996848.00,0.032,No
United Kingdom,EU Parliament,2004,0.39210,17312030.00,44157267.00,0.379,45684593.00,59699828.00,0.018,No
United Kingdom,EU Parliament,1999,0.24020,10689847.00,44495741.00,0.241,44397675.00,58579685.00,,No
United Kingdom,EU Parliament,1994,0.36430,15827417.00,43443944.00,0.361,43803344.00,57788017.00,,No
United Kingdom,EU Parliament,1989,0.36210,15829054.00,43710568.00,0.369,42928786.00,56996450.00,0.000,No
